recommendation_id,user_id,movie_id,recommendation_date,recommendation_type,recommendation_score,was_clicked,position_in_list,device_type,time_of_day,algorithm_version
rec_012013,user_06739,movie_0586,2025-08-02,genre_based,0.307,True,13,Laptop,evening,v1.2
rec_012014,user_08399,movie_0337,2025-07-01,similar_users,0.906,False,13,Smart TV,evening,v1.4
rec_012015,user_07622,movie_0019,2024-01-30,personalized,0.302,False,11,Laptop,morning,v2.0
rec_012016,user_05989,movie_0505,2024-04-26,trending,0.117,False,4,Smart TV,morning,v1.2
rec_012017,user_00310,movie_0467,2025-11-28,similar_users,,False,6,Mobile,evening,
rec_012018,user_02954,movie_0486,2025-12-19,similar_users,0.504,False,16,Smart TV,evening,v1.4
rec_012019,user_05971,movie_0556,2025-06-25,similar_users,0.799,False,3,Mobile,evening,v1.4
rec_012020,user_09595,movie_0077,2024-05-19,personalized,0.211,False,15,Smart TV,night,v1.2
rec_012021,user_01781,movie_0095,2024-02-02,personalized,0.959,False,8,Laptop,evening,v1.2
rec_012022,user_06902,movie_0047,2024-06-28,similar_users,0.605,False,13,Smart TV,night,v1.4
rec_012023,user_09776,movie_0219,2024-01-05,personalized,0.268,False,1,Tablet,afternoon,v2.0
rec_012024,user_05074,movie_0385,2024-03-22,new_releases,0.951,False,1,Mobile,evening,v2.0
rec_012025,user_00367,movie_0496,2025-02-10,genre_based,,False,1,Tablet,morning,v1.4
rec_012026,user_06432,movie_0983,2024-04-19,trending,0.605,False,12,Mobile,morning,v2.0
rec_012027,user_02602,movie_0304,2024-09-27,trending,0.987,False,18,Tablet,evening,v1.4
rec_012028,user_01298,movie_0779,2024-08-09,new_releases,0.454,True,18,Tablet,night,v1.4
rec_012029,user_08671,movie_0222,2025-08-28,new_releases,0.797,False,15,Smart TV,evening,v2.0
rec_012030,user_07100,movie_0297,2025-07-28,new_releases,0.109,False,16,Smart TV,night,v1.3
rec_012031,user_01404,movie_0834,2025-07-15,similar_users,0.862,False,19,Tablet,afternoon,v1.4
rec_012032,user_00549,movie_0974,2024-01-01,new_releases,0.945,True,18,Laptop,night,v1.4
rec_012033,user_02844,movie_0077,2025-02-08,personalized,0.461,False,4,Mobile,morning,v1.2
rec_012034,user_01479,movie_0582,2025-11-13,new_releases,0.597,False,3,Laptop,evening,
rec_012035,user_00434,movie_0089,2024-04-10,new_releases,0.978,False,10,Mobile,morning,v1.4
rec_012036,user_02305,movie_0789,2025-10-12,new_releases,0.621,False,10,Mobile,morning,v2.0
rec_012037,user_08409,movie_0015,2025-01-03,similar_users,0.333,False,13,Mobile,evening,v1.3
rec_012038,user_09185,movie_0565,2025-01-14,similar_users,0.497,True,4,Laptop,afternoon,v1.3
rec_012039,user_01641,movie_0312,2024-11-03,trending,0.806,False,13,Laptop,morning,v1.3
rec_012040,user_06114,movie_0162,2024-07-10,new_releases,0.424,False,2,Smart TV,afternoon,v2.0
rec_012041,user_05632,movie_0989,2024-01-16,trending,0.608,False,6,Tablet,afternoon,v1.4
rec_012042,user_08408,movie_0379,2024-07-14,similar_users,0.744,True,17,Laptop,night,v1.4
rec_012043,user_06332,movie_0135,2024-05-14,personalized,0.797,False,2,Laptop,evening,v1.3
rec_012044,user_00512,movie_0014,2025-09-24,personalized,0.811,True,4,Mobile,evening,v2.0
rec_012045,user_09892,movie_0842,2024-04-12,trending,0.994,False,16,Mobile,evening,v1.4
rec_012046,user_08180,movie_0940,2024-05-07,new_releases,0.951,False,1,Mobile,night,v1.4
rec_012047,user_09743,movie_0645,2025-09-11,trending,,False,15,Smart TV,evening,v1.3
rec_012048,user_01491,movie_0616,2025-04-09,genre_based,0.91,False,2,Smart TV,evening,v1.3
rec_012049,user_06880,movie_0882,2024-09-03,genre_based,0.182,False,15,Mobile,morning,v2.0
rec_012050,user_09885,movie_0485,2025-03-22,personalized,0.184,True,1,Smart TV,evening,v2.0
rec_012051,user_01278,movie_0840,2024-12-18,new_releases,0.191,True,15,Tablet,afternoon,
rec_012052,user_07092,movie_0041,2024-08-02,similar_users,0.282,False,3,Laptop,night,v1.4
rec_012053,user_06392,movie_0555,2025-03-26,genre_based,0.716,False,1,Smart TV,evening,v2.0
rec_012054,user_04974,movie_0740,2024-04-04,personalized,0.988,False,7,Smart TV,evening,v2.0
rec_012055,user_05322,movie_0329,2025-02-16,genre_based,0.445,False,14,Laptop,afternoon,v2.0
rec_012056,user_06963,movie_0695,2024-06-07,personalized,0.88,True,20,Laptop,night,v2.0
rec_012057,user_02365,movie_0419,2024-06-14,genre_based,0.38,True,1,Tablet,night,v1.3
rec_012058,user_01649,movie_0450,2025-08-26,personalized,0.984,True,18,Mobile,morning,v1.4
rec_012059,user_09701,movie_0353,2025-05-21,similar_users,0.614,False,6,Mobile,morning,v1.2
rec_012060,user_09915,movie_0731,2024-04-01,genre_based,0.86,False,12,Laptop,night,v1.4
rec_012061,user_07605,movie_0196,2025-04-17,trending,0.13,True,7,Mobile,evening,v1.3
rec_012062,user_07449,movie_0728,2024-08-25,personalized,,False,16,Smart TV,night,v1.4
rec_012063,user_09620,movie_0636,2024-09-24,genre_based,0.982,True,7,Laptop,morning,v1.3
rec_012064,user_05290,movie_0029,2025-06-23,similar_users,0.752,False,18,Laptop,morning,v1.2
rec_012065,user_04712,movie_0011,2025-12-16,similar_users,0.158,False,12,Mobile,afternoon,v1.4
rec_012066,user_05346,movie_0538,2025-08-09,personalized,0.982,False,5,Tablet,evening,v1.4
rec_012067,user_01294,movie_0224,2024-06-02,similar_users,0.112,False,9,Laptop,evening,v1.4
rec_012068,user_02381,movie_0158,2024-03-25,personalized,0.745,False,20,Mobile,afternoon,v1.3
rec_012069,user_06700,movie_0887,2025-05-15,similar_users,0.767,False,16,Mobile,night,v1.4
rec_012070,user_00310,movie_0639,2024-06-04,new_releases,0.585,True,14,Laptop,night,v1.3
rec_012071,user_08632,movie_0380,2024-12-16,genre_based,0.672,False,14,Laptop,morning,v2.0
rec_012072,user_01445,movie_0456,2025-05-20,trending,,False,10,Laptop,afternoon,v1.3
rec_012073,user_07630,movie_0874,2025-05-10,personalized,0.847,False,6,Mobile,evening,v2.0
rec_012074,user_03468,movie_0636,2024-05-12,new_releases,0.697,False,15,Laptop,night,
rec_012075,user_03845,movie_0716,2024-06-09,new_releases,,False,9,Mobile,morning,v1.4
rec_012076,user_08677,movie_0727,2024-08-21,trending,0.839,False,7,Smart TV,evening,v2.0
rec_012077,user_00545,movie_0801,2024-01-03,new_releases,0.954,False,5,Mobile,night,v1.4
rec_012078,user_00662,movie_0499,2024-04-29,new_releases,0.166,False,11,Mobile,morning,v1.4
rec_012079,user_07930,movie_0124,2024-08-29,genre_based,0.345,False,9,Laptop,evening,v1.4
rec_012080,user_04231,movie_0916,2024-12-07,genre_based,0.513,False,6,Mobile,afternoon,v1.3
rec_012081,user_08635,movie_0971,2024-05-10,genre_based,0.732,False,1,Smart TV,evening,v1.4
rec_012082,user_05428,movie_0539,2024-01-18,personalized,0.54,False,16,Mobile,night,
rec_012083,user_06023,movie_0796,2024-03-18,new_releases,0.596,True,4,Mobile,morning,v1.3
rec_012084,user_08758,movie_0627,2024-07-10,genre_based,0.81,False,9,Smart TV,morning,v1.4
rec_012085,user_07966,movie_0220,2025-01-31,personalized,0.152,False,7,Smart TV,morning,v1.3
rec_012086,user_07620,movie_0187,2024-10-17,genre_based,0.762,False,3,Tablet,night,v1.4
rec_012087,user_01897,movie_0528,2025-11-25,trending,,False,20,Mobile,night,v1.4
rec_012088,user_04540,movie_0119,2025-01-13,similar_users,,False,7,Smart TV,night,v1.4
rec_012089,user_05716,movie_0461,2024-10-24,personalized,0.362,False,3,Laptop,night,v1.3
rec_012090,user_01004,movie_0546,2024-10-06,similar_users,0.189,False,3,Mobile,night,v1.4
rec_012091,user_00605,movie_0153,2024-06-22,similar_users,,False,19,Mobile,morning,v1.2
rec_012092,user_06410,movie_0066,2024-10-16,similar_users,0.352,False,8,Mobile,afternoon,v1.2
rec_012093,user_03178,movie_0098,2024-11-28,similar_users,0.206,False,19,Tablet,evening,v1.4
rec_012094,user_01466,movie_0490,2025-02-02,trending,0.818,False,2,Tablet,night,v1.4
rec_012095,user_02416,movie_0815,2024-06-24,trending,0.544,False,5,Tablet,afternoon,v1.2
rec_012096,user_04089,movie_0016,2024-03-04,trending,0.785,False,16,Mobile,night,v1.3
rec_012097,user_04201,movie_0256,2024-06-11,new_releases,,False,5,Mobile,night,v2.0
rec_012098,user_04772,movie_0950,2024-09-26,personalized,,False,8,Laptop,evening,v2.0
rec_012099,user_07393,movie_0751,2025-08-13,trending,,False,15,Laptop,night,v1.4
rec_012100,user_09967,movie_0973,2025-01-06,personalized,0.147,True,8,Mobile,night,v1.4
rec_012101,user_04338,movie_0975,2025-04-09,genre_based,0.391,False,6,Mobile,evening,v1.4
rec_012102,user_00278,movie_0593,2024-08-09,genre_based,0.668,False,12,Mobile,night,v1.4
rec_012103,user_07354,movie_0017,2024-05-20,new_releases,0.146,False,12,Mobile,afternoon,v1.4
rec_012104,user_04853,movie_0090,2025-08-02,personalized,,False,1,Smart TV,evening,v1.3
rec_012105,user_04167,movie_0789,2025-12-29,genre_based,0.994,False,15,Smart TV,afternoon,v1.2
rec_012106,user_01979,movie_0790,2025-06-06,personalized,0.731,False,9,Tablet,afternoon,v1.4
rec_012107,user_01207,movie_0947,2024-07-24,similar_users,0.963,False,1,Tablet,morning,v1.4
rec_012108,user_03748,movie_0099,2024-04-26,new_releases,0.253,False,19,Tablet,evening,v2.0
rec_012109,user_05454,movie_0136,2024-06-18,personalized,0.984,False,7,Smart TV,afternoon,v1.4
rec_012110,user_03670,movie_0148,2024-03-07,new_releases,0.938,False,6,Laptop,evening,v1.4
rec_012111,user_03470,movie_0156,2024-03-22,genre_based,0.415,False,14,Smart TV,morning,v1.3
rec_012112,user_08996,movie_0106,2024-12-06,new_releases,0.719,False,9,Smart TV,afternoon,
rec_012113,user_02469,movie_0203,2025-09-26,similar_users,0.211,False,10,Mobile,afternoon,v1.3
rec_012114,user_07736,movie_0089,2025-01-03,trending,0.908,False,15,Mobile,evening,v2.0
rec_012115,user_02764,movie_0262,2024-10-01,new_releases,0.253,False,3,Tablet,afternoon,v2.0
rec_012116,user_09090,movie_0474,2025-02-18,new_releases,0.559,False,15,Laptop,afternoon,v1.3
rec_012117,user_05382,movie_0168,2025-10-24,new_releases,0.461,True,4,Mobile,morning,v1.4
rec_012118,user_00976,movie_0794,2024-10-19,similar_users,0.744,False,10,Laptop,evening,v1.4
rec_012119,user_09276,movie_0036,2025-10-24,trending,0.292,False,7,Laptop,evening,v1.4
rec_012120,user_01118,movie_0482,2025-05-17,trending,0.14,False,6,Laptop,evening,v1.4
rec_012121,user_08146,movie_0179,2024-01-16,new_releases,0.994,False,4,Mobile,afternoon,v1.3
rec_012122,user_00522,movie_0459,2025-03-21,new_releases,0.356,False,13,Laptop,night,v1.4
rec_012123,user_01025,movie_0170,2025-02-10,personalized,0.537,False,10,Laptop,morning,v1.4
rec_012124,user_09243,movie_0099,2024-04-15,genre_based,0.635,False,3,Tablet,afternoon,v1.3
rec_012125,user_03996,movie_0414,2025-10-30,new_releases,0.469,False,12,Laptop,afternoon,v2.0
rec_012126,user_04197,movie_0890,2025-02-01,new_releases,0.284,True,8,Laptop,night,v1.3
rec_012127,user_08874,movie_0411,2025-11-24,new_releases,0.648,False,17,Laptop,night,v1.4
rec_012128,user_00591,movie_0408,2025-05-04,genre_based,0.942,False,11,Smart TV,afternoon,v1.2
rec_012129,user_08367,movie_0211,2024-06-06,personalized,0.587,False,1,Mobile,night,v1.3
rec_012130,user_01183,movie_0726,2025-11-28,personalized,0.501,True,6,Tablet,evening,v2.0
rec_012131,user_04375,movie_0597,2024-10-17,genre_based,0.718,False,4,Smart TV,afternoon,v1.3
rec_012132,user_02264,movie_0457,2025-06-13,similar_users,0.145,True,9,Smart TV,afternoon,v1.3
rec_012133,user_09246,movie_0445,2025-04-21,new_releases,0.667,False,8,Laptop,morning,v1.2
rec_012134,user_05686,movie_0966,2024-03-10,personalized,0.951,False,13,Laptop,afternoon,v1.3
rec_012135,user_04664,movie_0825,2024-10-23,trending,0.829,False,16,Laptop,afternoon,v1.4
rec_012136,user_06514,movie_0082,2025-10-17,personalized,0.99,False,2,Mobile,afternoon,v1.3
rec_012137,user_03582,movie_0245,2025-07-21,trending,0.992,False,6,Smart TV,night,v2.0
rec_012138,user_03712,movie_0516,2024-07-05,trending,0.569,False,3,Tablet,night,v1.3
rec_012139,user_03315,movie_0055,2024-12-31,new_releases,0.781,False,14,Tablet,afternoon,v1.4
rec_012140,user_06073,movie_0390,2024-11-24,new_releases,0.961,False,11,Laptop,afternoon,v1.2
rec_012141,user_06761,movie_0041,2024-02-24,genre_based,0.604,False,19,Mobile,night,v1.2
rec_012142,user_09865,movie_0463,2024-07-13,similar_users,0.46,False,1,Mobile,morning,v1.3
rec_012143,user_04131,movie_0681,2024-05-27,similar_users,0.275,False,6,Smart TV,afternoon,v1.2
rec_012144,user_00138,movie_0680,2025-12-11,trending,0.672,True,7,Smart TV,evening,v1.3
rec_012145,user_09975,movie_0627,2025-10-19,genre_based,0.426,False,11,Mobile,evening,v2.0
rec_012146,user_07158,movie_0286,2024-09-24,similar_users,0.39,True,13,Laptop,night,v1.3
rec_012147,user_09650,movie_0827,2024-10-01,genre_based,0.686,False,15,Smart TV,morning,v1.4
rec_012148,user_07508,movie_0460,2025-05-07,new_releases,0.22,True,15,Smart TV,afternoon,v1.4
rec_012149,user_09535,movie_0224,2025-02-11,personalized,0.155,False,4,Smart TV,night,v1.3
rec_012150,user_05270,movie_0782,2024-10-27,similar_users,0.592,True,8,Mobile,night,v1.2
rec_012151,user_07402,movie_0005,2024-03-24,new_releases,0.112,False,11,Laptop,afternoon,v1.4
rec_012152,user_06820,movie_0591,2024-03-17,genre_based,0.236,False,10,Laptop,evening,v1.3
rec_012153,user_05233,movie_0336,2025-01-09,new_releases,0.991,False,2,Tablet,morning,v1.2
rec_012154,user_06231,movie_0859,2025-09-01,new_releases,0.931,False,7,Mobile,evening,v1.3
rec_012155,user_00367,movie_0059,2024-09-04,trending,0.86,False,14,Laptop,morning,v2.0
rec_012156,user_06566,movie_0523,2024-01-02,trending,0.657,True,3,Tablet,night,v1.2
rec_012157,user_06499,movie_0034,2024-01-12,similar_users,0.848,False,15,Laptop,afternoon,
rec_012158,user_00939,movie_0537,2025-05-11,trending,0.531,False,9,Tablet,morning,v2.0
rec_012159,user_05751,movie_0311,2025-09-28,personalized,0.983,False,11,Smart TV,night,v1.3
rec_012160,user_00172,movie_0365,2025-06-22,genre_based,0.184,False,17,Mobile,morning,v1.4
rec_012161,user_07622,movie_0192,2024-03-21,similar_users,0.108,False,12,Smart TV,afternoon,v1.3
rec_012162,user_03360,movie_0404,2025-07-05,personalized,0.18,False,12,Tablet,night,v2.0
rec_012163,user_05569,movie_0205,2025-09-26,new_releases,0.183,True,14,Tablet,night,v1.4
rec_012164,user_03322,movie_0487,2025-05-21,trending,0.666,False,6,Tablet,morning,v2.0
rec_012165,user_01169,movie_0126,2025-06-28,new_releases,0.972,False,11,Mobile,evening,v1.2
rec_012166,user_07182,movie_0372,2024-01-24,new_releases,0.473,False,12,Tablet,morning,v1.2
rec_012167,user_08191,movie_0857,2025-09-04,personalized,0.873,False,14,Smart TV,night,v1.3
rec_012168,user_08388,movie_0547,2025-07-31,personalized,0.124,False,7,Laptop,night,v1.3
rec_012169,user_00804,movie_0056,2025-09-10,genre_based,0.119,True,10,Tablet,afternoon,v1.3
rec_012170,user_03289,movie_0167,2025-01-15,new_releases,0.929,True,1,Tablet,afternoon,
rec_012171,user_06689,movie_0606,2024-04-14,trending,0.436,False,4,Mobile,afternoon,v1.4
rec_012172,user_00259,movie_0803,2024-07-02,similar_users,0.567,False,2,Tablet,morning,v1.3
rec_012173,user_01591,movie_0286,2024-12-30,genre_based,,False,3,Tablet,morning,v1.4
rec_012174,user_01416,movie_0284,2025-09-14,genre_based,,False,17,Mobile,evening,v1.2
rec_012175,user_00487,movie_0541,2025-05-09,new_releases,0.65,False,2,Mobile,night,v2.0
rec_012176,user_01624,movie_0777,2025-02-05,genre_based,0.868,False,16,Mobile,morning,v1.3
rec_012177,user_09191,movie_0814,2025-01-13,new_releases,0.141,False,11,Laptop,afternoon,v2.0
rec_012178,user_09383,movie_0880,2024-02-16,personalized,0.155,False,18,Mobile,evening,
rec_012179,user_00542,movie_0291,2025-12-14,similar_users,0.577,False,9,Mobile,evening,v1.4
rec_012180,user_00035,movie_0734,2025-09-14,personalized,0.115,False,17,Smart TV,night,v1.3
rec_012181,user_07087,movie_0840,2024-08-31,similar_users,0.92,False,17,Tablet,afternoon,v1.4
rec_012182,user_05747,movie_0312,2025-10-18,similar_users,0.908,False,13,Mobile,morning,v1.3
rec_012183,user_01286,movie_0069,2025-12-17,new_releases,0.693,False,11,Tablet,morning,v1.4
rec_012184,user_02532,movie_0845,2025-04-03,genre_based,0.547,True,17,Mobile,night,v2.0
rec_012185,user_03199,movie_0835,2025-01-09,new_releases,0.344,True,15,Mobile,afternoon,v1.3
rec_012186,user_02021,movie_0806,2024-01-16,personalized,0.93,False,9,Mobile,morning,v1.3
rec_012187,user_04868,movie_0831,2025-06-19,personalized,0.224,False,9,Smart TV,afternoon,v1.4
rec_012188,user_05584,movie_0138,2024-02-08,genre_based,0.865,False,4,Mobile,morning,v1.4
rec_012189,user_01199,movie_0960,2025-07-05,genre_based,0.832,True,17,Smart TV,morning,v1.3
rec_012190,user_02276,movie_0006,2025-02-22,similar_users,0.867,False,12,Laptop,morning,v1.2
rec_012191,user_09342,movie_0092,2024-06-07,genre_based,0.89,False,14,Mobile,afternoon,v1.4
rec_012192,user_06675,movie_0551,2024-06-09,genre_based,,False,4,Mobile,afternoon,v1.3
rec_012193,user_05154,movie_0366,2024-05-28,similar_users,0.402,False,11,Tablet,afternoon,v1.2
rec_012194,user_02141,movie_0037,2025-11-09,personalized,,False,16,Smart TV,morning,v1.2
rec_012195,user_01588,movie_0261,2025-05-27,similar_users,0.111,False,16,Laptop,morning,v2.0
rec_012196,user_00936,movie_0047,2024-06-10,personalized,0.714,False,8,Mobile,morning,v1.4
rec_012197,user_08483,movie_0505,2025-04-06,trending,0.686,False,3,Tablet,evening,v1.3
rec_012198,user_02395,movie_0347,2024-09-26,trending,0.517,False,13,Smart TV,afternoon,v1.4
rec_012199,user_07803,movie_0779,2025-02-05,similar_users,0.87,False,7,Mobile,morning,v1.3
rec_012200,user_03298,movie_0327,2025-06-24,genre_based,0.352,False,7,Smart TV,evening,v1.3
rec_012201,user_09830,movie_0284,2024-01-10,personalized,0.568,False,13,Mobile,night,v1.3
rec_012202,user_03819,movie_0882,2025-01-04,new_releases,0.793,False,9,Smart TV,evening,v2.0
rec_012203,user_09904,movie_0867,2025-07-30,similar_users,0.543,False,14,Mobile,afternoon,v1.3
rec_012204,user_05514,movie_0765,2024-12-01,new_releases,0.637,False,9,Smart TV,morning,v1.3
rec_012205,user_05915,movie_0992,2025-05-31,trending,0.904,False,11,Tablet,morning,v1.2
rec_012206,user_02696,movie_0484,2025-02-02,personalized,0.411,False,1,Mobile,night,v2.0
rec_012207,user_04386,movie_0773,2025-08-10,personalized,0.995,False,7,Tablet,afternoon,v1.3
rec_012208,user_08322,movie_0136,2024-06-07,genre_based,0.191,False,13,Smart TV,night,v1.4
rec_012209,user_06278,movie_0711,2025-08-07,new_releases,0.817,True,6,Tablet,morning,v1.4
rec_012210,user_01524,movie_0309,2025-01-05,personalized,0.225,False,6,Smart TV,morning,v1.3
rec_012211,user_06778,movie_0500,2024-10-25,new_releases,0.915,False,11,Tablet,morning,v1.4
rec_012212,user_05703,movie_0955,2025-07-02,similar_users,0.339,False,9,Laptop,morning,v2.0
rec_012213,user_02938,movie_0423,2024-01-19,similar_users,0.641,False,15,Laptop,afternoon,v1.4
rec_012214,user_01778,movie_0731,2025-02-28,new_releases,,False,12,Laptop,afternoon,v1.4
rec_012215,user_02966,movie_0123,2025-10-08,new_releases,0.684,False,8,Laptop,evening,v1.4
rec_012216,user_05622,movie_0021,2024-12-07,personalized,0.716,False,19,Tablet,afternoon,v1.4
rec_012217,user_01255,movie_0837,2025-02-19,trending,0.999,False,17,Laptop,night,v1.4
rec_012218,user_05068,movie_0660,2024-03-25,new_releases,0.298,True,7,Smart TV,night,v2.0
rec_012219,user_09439,movie_0825,2025-03-06,similar_users,,False,15,Laptop,morning,v1.4
rec_012220,user_08920,movie_0445,2024-12-12,new_releases,0.61,False,14,Smart TV,morning,v1.4
rec_012221,user_01851,movie_0467,2025-04-25,similar_users,0.688,False,16,Laptop,evening,v1.4
rec_012222,user_00942,movie_0618,2024-07-28,personalized,0.336,True,1,Mobile,afternoon,v1.2
rec_012223,user_09476,movie_0893,2025-01-04,genre_based,0.841,False,1,Tablet,night,v1.4
rec_012224,user_09989,movie_0504,2024-02-16,personalized,0.237,False,5,Laptop,morning,v1.3
rec_012225,user_09655,movie_0319,2025-08-17,genre_based,,True,16,Laptop,morning,v1.3
rec_012226,user_09400,movie_0976,2024-10-07,trending,0.409,False,1,Laptop,morning,v1.2
rec_012227,user_09955,movie_0375,2024-02-18,similar_users,0.252,False,17,Mobile,night,v2.0
rec_012228,user_03274,movie_0826,2024-01-27,similar_users,0.867,True,17,Smart TV,morning,v1.3
rec_012229,user_06281,movie_0389,2024-04-13,new_releases,,False,19,Mobile,evening,v1.4
